supply_structure,pricing_structure,producer_npv,consumer_npv,total_volume_mwh,average_strike_eur_mwh,capture_rate,volume_value,profile_value,path,mode,label
PayAsNominated,IndexedWithFloorCap,563810.8003154668,-563810.8003154668,447629.14163959865,61.28800784344657,0.7436456408968369,691296.8197812397,-127486.0194657729,110,joint,PayAsNominated / IndexedWithFloorCap
PayAsNominated,Floating,0.0,-0.0,447629.14163959865,59.220821964186456,0.7436456408968369,0.0,0.0,110,joint,PayAsNominated / Floating
Baseload,FixedFlat,-1091840.1032293187,1091840.1032293187,447629.1416395984,65.00000000000003,0.7436456408968369,-760213.1191069471,-331626.98412237165,110,joint,Baseload / FixedFlat
Baseload,FixedEscalated,774009.1837671733,-774009.1837671733,447629.1416395984,71.17379605473563,0.7436456408968369,1304393.4658336656,-530384.2820664922,110,joint,Baseload / FixedEscalated
Baseload,IndexedWithFloorCap,-134319.1457570621,134319.1457570621,447629.1416395984,67.16065279846397,0.7436456408968369,-37659.611357482056,-96659.53439958004,110,joint,Baseload / IndexedWithFloorCap
Baseload,Floating,0.0,-0.0,447629.1416395984,67.27326638873225,0.7436456408968369,0.0,0.0,110,joint,Baseload / Floating
PayAsProduced,FixedFlat,4693563.020511197,-4693563.020511197,442115.31179833517,65.00000000000001,0.7383661088410799,5070637.51127567,-377074.49076447263,111,joint,PayAsProduced / FixedFlat
PayAsProduced,FixedEscalated,6523598.481514998,-6523598.481514998,442115.31179833517,71.11269080555543,0.7383661088410799,7089629.807234439,-566031.3257194413,111,joint,PayAsProduced / FixedEscalated
PayAsProduced,IndexedWithFloorCap,2872616.331332676,-2872616.331332676,442115.31179833517,59.05060663365139,0.7383661088410799,3105581.5720206737,-232965.24068799755,111,joint,PayAsProduced / IndexedWithFloorCap
PayAsProduced,Floating,0.0,-0.0,442115.31179833517,49.648163662873074,0.7383661088410799,0.0,0.0,111,joint,PayAsProduced / Floating
PayAsNominated,FixedFlat,1661002.127842743,-1661002.127842743,442115.3117983351,65.0,0.7383661088410799,1975026.3414753766,-314024.2136326337,111,joint,PayAsNominated / FixedFlat
PayAsNominated,FixedEscalated,3491061.245753388,-3491061.245753388,442115.3117983351,71.11269080555545,0.7383661088410799,3994018.6374341547,-502957.3916807668,111,joint,PayAsNominated / FixedEscalated
PayAsNominated,IndexedWithFloorCap,579837.770686398,-579837.770686398,442115.3117983351,61.16594369427459,0.7383661088410799,708656.0325933158,-128818.26190691779,111,joint,PayAsNominated / IndexedWithFloorCap
PayAsNominated,Floating,0.0,-0.0,442115.3117983351,59.020420294603824,0.7383661088410799,0.0,0.0,111,joint,PayAsNominated / Floating
Baseload,FixedFlat,-1064998.675761426,1064998.675761426,442115.3117983352,64.99999999999997,0.7383661088410799,-740051.9873800611,-324946.68838136503,111,joint,Baseload / FixedFlat
Baseload,FixedEscalated,777867.3545144289,-777867.3545144289,442115.3117983352,71.17379605473559,0.7383661088410799,1299123.0777162125,-521255.7232017836,111,joint,Baseload / FixedEscalated
Baseload,IndexedWithFloorCap,-130002.90832456529,130002.90832456529,442115.3117983352,67.1368447566188,0.7383661088410799,-34262.46873593944,-95740.43958862586,111,joint,Baseload / IndexedWithFloorCap
Baseload,Floating,0.0,-0.0,442115.3117983352,67.24057763268624,0.7383661088410799,0.0,0.0,111,joint,Baseload / Floating
PayAsProduced,FixedFlat,4781431.825402214,-4781431.825402214,447635.58376175945,65.0,0.738660812831157,5165851.794118309,-384419.9687160952,112,joint,PayAsProduced / FixedFlat
PayAsProduced,FixedEscalated,6633398.357536589,-6633398.357536589,447635.58376175945,71.11641168451546,0.738660812831157,7211297.653623478,-577899.2960868888,112,joint,PayAsProduced / FixedEscalated
PayAsProduced,IndexedWithFloorCap,2930667.239413011,-2930667.239413011,447635.58376175945,59.030447428122294,0.738660812831157,3169518.4501483473,-238851.2107353364,112,joint,PayAsProduced / IndexedWithFloorCap
PayAsProduced,Floating,0.0,-0.0,447635.58376175945,49.55276822547426,0.738660812831157,0.0,0.0,112,joint,PayAsProduced / Floating
PayAsNominated,FixedFlat,1724357.0029026018,-1724357.0029026018,447635.5837617595,64.99999999999999,0.738660812831157,2048116.5192637027,-323759.51636110083,112,joint,PayAsNominated / FixedFlat
PayAsNominated,FixedEscalated,3576347.5801586695,-3576347.5801586695,447635.5837617595,71.11641168451544,0.738660812831157,4093562.3787688715,-517214.79861020204,112,joint,PayAsNominated / FixedEscalated
PayAsNominated,IndexedWithFloorCap,600062.6501130153,-600062.6501130153,447635.5837617595,61.07074603091017,0.738660812831157,734098.3209194047,-134035.67080638942,112,joint,PayAsNominated / IndexedWithFloorCap
PayAsNominated,Floating,0.0,-0.0,447635.5837617595,58.87560235268011,0.738660812831157,0.0,0.0,112,joint,PayAsNominated / Floating
Baseload,FixedFlat,-1024518.8850389973,1024518.8850389973,447635.58376175957,64.99999999999999,0.738660812831157,-697131.7718649907,-327387.1131740066,112,joint,Baseload / FixedFlat
Baseload,FixedEscalated,841357.2546083222,-841357.2546083222,447635.58376175957,71.17379605473559,0.738660812831157,1367504.5261720172,-526147.271563695,112,joint,Baseload / FixedEscalated
Baseload,IndexedWithFloorCap,-118438.60537059937,118438.60537059937,447635.58376175957,67.02455262263192,0.738660812831157,-20082.3852456083,-98356.22012499107,112,joint,Baseload / IndexedWithFloorCap
Baseload,Floating,0.0,-0.0,447635.58376175957,67.08460414401459,0.738660812831157,0.0,0.0,112,joint,Baseload / Floating
PayAsProduced,FixedFlat,4787713.36932213,-4787713.36932213,447812.51692535175,65.0,0.7380598907520605,5150269.823139655,-362556.45381752495,113,joint,PayAsProduced / FixedFlat
PayAsProduced,FixedEscalated,6643506.47661828,-6643506.47661828,447812.51692535175,71.11494687082798,0.7380598907520605,7196034.113347195,-552527.6367289154,113,joint,PayAsProduced / FixedEscalated
PayAsProduced,IndexedWithFloorCap,2903159.7431069524,-2903159.7431069524,447812.51692535175,58.944647150729956,0.7380598907520605,3124442.798747898,-221283.05564094568,113,joint,PayAsProduced / IndexedWithFloorCap
PayAsProduced,Floating,0.0,-0.0,447812.51692535175,49.60544722103218,0.7380598907520605,0.0,0.0,113,joint,PayAsProduced / Floating
PayAsNominated,FixedFlat,1721531.2961416417,-1721531.2961416417,447812.51692535175,64.99999999999999,0.7380598907520605,2024942.9142967549,-303411.6181551132,113,joint,PayAsNominated / FixedFlat
PayAsNominated,FixedEscalated,3577348.3511131415,-3577348.3511131415,447812.51692535175,71.11494687082795,0.7380598907520605,4070707.204504289,-493358.8533911477,113,joint,PayAsNominated / FixedEscalated
PayAsNominated,IndexedWithFloorCap,589621.7312934063,-589621.7312934063,447812.51692535175,61.080578202739126,0.7380598907520605,713694.7022560124,-124072.97096260602,113,joint,PayAsNominated / IndexedWithFloorCap
PayAsNominated,Floating,0.0,-0.0,447812.51692535175,58.947289823830054,0.7380598907520605,0.0,0.0,113,joint,PayAsNominated / Floating
Baseload,FixedFlat,-1066291.55579429,1066291.55579429,447812.51692535175,65.00000000000001,0.7380598907520605,-739559.0211127889,-326732.5346815011,113,joint,Baseload / FixedFlat
Baseload,FixedEscalated,800322.0930686393,-800322.0930686393,447812.51692535175,71.17379605473559,0.7380598907520605,1325893.3484009432,-525571.2553323039,113,joint,Baseload / FixedEscalated
Baseload,IndexedWithFloorCap,-125357.61229883635,125357.61229883635,447812.51692535175,67.12552343527247,0.7380598907520605,-28462.091943415377,-96895.52035542097,113,joint,Baseload / IndexedWithFloorCap
Baseload,Floating,0.0,-0.0,447812.51692535175,67.21059881805225,0.7380598907520605,0.0,0.0,113,joint,Baseload / Floating
PayAsProduced,FixedFlat,4684817.919531786,-4684817.919531786,444938.4197183606,65.00000000000001,0.7411381426647962,5047886.677721781,-363068.75818999484,114,joint,PayAsProduced / FixedFlat
PayAsProduced,FixedEscalated,6525663.010321235,-6525663.010321235,444938.4197183606,71.11327916026721,0.7411381426647962,7079966.731991689,-554303.7216704534,114,joint,PayAsProduced / FixedEscalated
PayAsProduced,IndexedWithFloorCap,2885646.936133102,-2885646.936133102,444938.4197183606,59.174747859368,0.7411381426647962,3111548.0326607847,-225901.09652768262,114,joint,PayAsProduced / IndexedWithFloorCap
PayAsProduced,Floating,0.0,-0.0,444938.4197183606,49.814013421634556,0.7411381426647962,0.0,0.0,114,joint,PayAsProduced / Floating
PayAsNominated,FixedFlat,1653712.9196514632,-1653712.9196514632,444938.41971836064,64.99999999999999,0.7411381426647962,1969526.9002494721,-315813.98059800896,114,joint,PayAsNominated / FixedFlat
PayAsNominated,FixedEscalated,3494581.8121817764,-3494581.8121817764,444938.41971836064,71.1132791602672,0.7411381426647962,4001606.9545193855,-507025.1423376091,114,joint,PayAsNominated / FixedEscalated
PayAsNominated,IndexedWithFloorCap,585911.5631379605,-585911.5631379605,444938.41971836064,61.223619332342935,0.7411381426647962,714241.8673080084,-128330.30417004786,114,joint,PayAsNominated / IndexedWithFloorCap
PayAsNominated,Floating,0.0,-0.0,444938.41971836064,59.074904810181486,0.7411381426647962,0.0,0.0,114,joint,PayAsNominated / Floating
Baseload,FixedFlat,-1067000.9767526404,1067000.9767526404,444938.4197183606,65.0,0.7411381426647962,-735563.7379181721,-331437.2388344683,114,joint,Baseload / FixedFlat
Baseload,FixedEscalated,787632.5936802283,-787632.5936802283,444938.4197183606,71.17379605473559,0.7411381426647962,1316632.390061382,-528999.7963811536,114,joint,Baseload / FixedEscalated
Baseload,IndexedWithFloorCap,-121268.68246107639,121268.68246107639,444938.4197183606,67.13976585151401,0.7411381426647962,-24296.44688226844,-96972.23557880794,114,joint,Baseload / IndexedWithFloorCap
Baseload,Floating,0.0,-0.0,444938.4197183606,67.21285891794209,0.7411381426647962,0.0,0.0,114,joint,Baseload / Floating
PayAsProduced,FixedFlat,4744296.6987740295,-4744296.6987740295,445718.2117818027,65.0,0.7401859031750925,5116451.568848255,-372154.8700742256,115,joint,PayAsProduced / FixedFlat
PayAsProduced,FixedEscalated,6590272.674788901,-6590272.674788901,445718.2117818027,71.11979028689767,0.7401859031750925,7154261.1340150125,-563988.4592261119,115,joint,PayAsProduced / FixedEscalated
PayAsProduced,IndexedWithFloorCap,2865926.685652761,-2865926.685652761,445718.2117818027,58.92915171931752,0.7401859031750925,3094939.0471630837,-229012.3615103229,115,joint,PayAsProduced / IndexedWithFloorCap
PayAsProduced,Floating,0.0,-0.0,445718.2117818027,49.63467286166281,0.7401859031750925,0.0,0.0,115,joint,PayAsProduced / Floating
PayAsNominated,FixedFlat,1700414.7010893826,-1700414.7010893826,445718.21178180265,65.0,0.7401859031750925,2016851.9542011851,-316437.2531118025,115,joint,PayAsNominated / FixedFlat
PayAsNominated,FixedEscalated,3546414.5008380404,-3546414.5008380404,445718.21178180265,71.11979028689767,0.7401859031750925,4054661.519367942,-508247.01852990175,115,joint,PayAsNominated / FixedEscalated
PayAsNominated,IndexedWithFloorCap,573382.5803392325,-573382.5803392325,445718.21178180265,61.052572543878135,0.7401859031750925,702410.6006944706,-129028.02035523811,115,joint,PayAsNominated / IndexedWithFloorCap
PayAsNominated,Floating,0.0,-0.0,445718.21178180265,58.94314797103184,0.7401859031750925,0.0,0.0,115,joint,PayAsNominated / Floating
Baseload,FixedFlat,-1014481.0310683184,1014481.0310683184,445718.2117818026,65.00000000000004,0.7401859031750925,-684965.9434948644,-329515.087573454,115,joint,Baseload / FixedFlat
Baseload,FixedEscalated,843402.9409363726,-843402.9409363726,445718.2117818026,71.17379605473562,0.7401859031750925,1370826.831081843,-527423.8901454704,115,joint,Baseload / FixedEscalated
Baseload,IndexedWithFloorCap,-126706.44606604362,126706.44606604362,445718.2117818026,66.96636630243528,0.7401859031750925,-30191.86270598946,-96514.58336005415,115,joint,Baseload / IndexedWithFloorCap
Baseload,Floating,0.0,-0.0,445718.2117818026,67.05703614288052,0.7401859031750925,0.0,0.0,115,joint,Baseload / Floating
PayAsProduced,FixedFlat,4703718.47675664,-4703718.47675664,445066.5622600467,64.99999999999999,0.7410092478138068,5070962.671135702,-367244.1943790624,116,joint,PayAsProduced / FixedFlat
PayAsProduced,FixedEscalated,6545246.759869141,-6545246.759869141,445066.5622600467,71.11608386244718,0.7410092478138068,7104560.529188279,-559313.7693191385,116,joint,PayAsProduced / FixedEscalated
PayAsProduced,IndexedWithFloorCap,2886311.1899167434,-2886311.1899167434,445066.5622600467,59.10485516281576,0.7410092478138068,3110827.0380362077,-224515.84811946424,116,joint,PayAsProduced / IndexedWithFloorCap
PayAsProduced,Floating,0.0,-0.0,445066.5622600467,49.74898425114126,0.7410092478138068,0.0,0.0,116,joint,PayAsProduced / Floating
PayAsNominated,FixedFlat,1662022.3863954442,-1662022.3863954442,445066.56226004666,64.99999999999999,0.7410092478138068,1974233.5477316515,-312211.1613362073,116,joint,PayAsNominated / FixedFlat
PayAsNominated,FixedEscalated,3503574.415879888,-3503574.415879888,445066.56226004666,71.1160838624472,0.7410092478138068,4007831.4057842316,-504256.9899043436,116,joint,PayAsNominated / FixedEscalated
PayAsNominated,IndexedWithFloorCap,577367.5320393645,-577367.5320393645,445066.56226004666,61.178896135804,0.7410092478138068,703716.5292622278,-126348.99722286337,116,joint,PayAsNominated / IndexedWithFloorCap
PayAsNominated,Floating,0.0,-0.0,445066.56226004666,59.06245541901466,0.7410092478138068,0.0,0.0,116,joint,PayAsNominated / Floating
